districtId,districtName,schoolId,schoolName,studentcount,teachercount,purchaseOrderNumber,startDate,expiryDate,totalLicenseCount,licenseConsumeCount,productTitles
__NO_DISTRICT__,No Parent District,70849,Latin School of Chicago IL,,,Teachers_LatinSchool_ofChicago_MapasSeries,2024-09-11,2025-10-15,75,75,"Mapas 1, Mapas 2, Mapas 3"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Tempe Union High School District_DEMO,2025-01-23,2026-02-26,5,1,"Reporteros 4, Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,75911,DEMO - Tempe Union High School District (AZ),,,Tempe Union HSD DEMO Reporteros KWL CW,2025-02-05,2026-03-11,3,2,Reporteros 4
__NO_DISTRICT__,No Parent District,75911,DEMO - Tempe Union High School District (AZ),,,Tempe Union HSD DEMO Reporters Francophones KWL CW,2025-02-05,2026-03-11,3,2,"Reporters francophones 1, Reporters francophones 2, Reporters francophones 3, Reporters francophones 4 - Sample Unit"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Temple University (PA),2025-04-10,2025-10-26,3,2,"Aula en acción 1, Aula en acción 2, Proyectos 1, Proyectos 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Texas AM University San Antonio (TX)_DEMO,2025-06-12,2025-09-19,3,2,"Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Proyectos 1, Proyectos 2, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Texas High School (Texarkana ISD) DEMO,2025-04-28,2025-11-13,3,2,"24 horas en Barcelona, 24 horas en Bogotá, 24 horas en Buenos Aires, 24 horas en Ciudad de México, En busca de la verdad, Generación AP® - Sample Unit, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Me despierto y bailo, Mi año de intercambio, Reporteros 1, Reporteros 2 , Reporteros 3, Reporteros 4, Todo para todos, Un gol fantástico"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,Texas State University (TX) _DEMO,2025-06-04,2025-09-11,3,2,"Davvero 1, Davvero 2"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,The Awty International School (TX) DEMO,2025-05-23,2025-11-30,3,2,"Das Reporterteam 1 - Sample Unit, Portfolio Deutsch Neu, Level 1 - Teacher's Manual, Portfolio Deutsch Neu, Level 1 - Textbook, Portfolio Deutsch Neu, Level 1 - Workbook, Portfolio Deutsch Neu, Level 2 - Teacher’s Manual, Portfolio Deutsch Neu, Level 2 - Textbook, Portfolio Deutsch Neu, Level 2 - Workbook, Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual, Portfolio Deutsch Neu, Level 3/4 - Textbook, Portfolio Deutsch Neu, Level 3/4 - Workbook"
__NO_DISTRICT__,No Parent District,55194,Klett World Languages Demo Academy,,,The Bolles School (FL) DEMO,2025-07-09,2025-10-16,3,2,"Generación AP®, Mapas 1, Mapas 2, Mapas 3, Mapas 4, Reporteros 1 - Florida Standards Edition, Reporteros 2 - Florida Standards Edition, Reporteros 3 - Florida Standards Edition, Reporteros 4 - Florida Standards Edition"
